"CIRCOSCRIZIONE","COLLEGIO_UNINOMINALE","DESCR_LISTA","CANDIDATO","DATA_NASCITA","LUOGO_NASCITA"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)"," +EUROPA","VITTORIO MICHELE CRAXI","06/08/1964","MILANO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","VITTORIO MICHELE CRAXI","06/08/1964","MILANO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","ALLEANZA VERDI E SINISTRA","VITTORIO MICHELE CRAXI","06/08/1964","MILANO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","VITTORIO MICHELE CRAXI","06/08/1964","MILANO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","FORZA ITALIA","MARIA CAROLINA VARCHI","14/10/1983","PALERMO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","LEGA PER SALVINI PREMIER","MARIA CAROLINA VARCHI","14/10/1983","PALERMO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","FRATELLI D'ITALIA CON GIORGIA MELONI","MARIA CAROLINA VARCHI","14/10/1983","PALERMO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MARIA CAROLINA VARCHI","14/10/1983","PALERMO"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","ITALEXIT PER L'ITALIA","DANIELE AUGELLO","05/12/1973","PALERMO"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","UNIONE POPOLARE CON DE MAGISTRIS","FULVIO VASSALLO PALEOLOGO","27/06/1951","PALERMO"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","SUD CHIAMA NORD","ISMAELE LA VARDERA","08/06/1993","PALERMO"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","MOVIMENTO 5 STELLE","DANIELA MORFINO","14/05/1974","PALERMO"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","ITALIA SOVRANA E POPOLARE","FABIO MAGGIORE","22/08/1986","PALERMO"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","AZIONE - ITALIA VIVA - CALENDA","CLAUDIO MERLINO","11/11/1979","PALERMO"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)"," +EUROPA","MARIA SAELI","29/04/1988","PALERMO (PA)"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MARIA SAELI","29/04/1988","PALERMO (PA)"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","ALLEANZA VERDI E SINISTRA","MARIA SAELI","29/04/1988","PALERMO (PA)"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MARIA SAELI","29/04/1988","PALERMO (PA)"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","FORZA ITALIA","FRANCESCO SAVERIO ROMANO","24/12/1964","PALERMO"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","LEGA PER SALVINI PREMIER","FRANCESCO SAVERIO ROMANO","24/12/1964","PALERMO"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","FRATELLI D'ITALIA CON GIORGIA MELONI","FRANCESCO SAVERIO ROMANO","24/12/1964","PALERMO"
"SICILIA 1","SICILIA 1 - U03 (BAGHERIA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","FRANCESCO SAVERIO ROMANO","24/12/1964","PALERMO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","ITALEXIT PER L'ITALIA","ROSSELLA ALFIERI","25/05/1966","MAZARA DEL VALLO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","UNIONE POPOLARE CON DE MAGISTRIS","GIUSEPPE CARUSOTTO","29/03/1964","CANICATTI'"
"SICILIA 1","SICILIA 1 - U04 (GELA)","SUD CHIAMA NORD","GIAMPIERO MODAFFARI","10/07/1964","SAN CATALDO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","MOVIMENTO 5 STELLE","DEDALO COSIMO GAETANO PIGNATONE","11/10/1980","SAN CATALDO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","ITALIA SOVRANA E POPOLARE","ALBERTO LOMBARDO","22/04/1958","CALTANISSETTA (CL)"
"SICILIA 1","SICILIA 1 - U04 (GELA)","AZIONE - ITALIA VIVA - CALENDA","EMANUELE MAGANUCO","13/09/1971","GELA"
"SICILIA 1","SICILIA 1 - U04 (GELA)"," +EUROPA","MARTINA RIGGI","30/10/1989","SAN CATALDO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","MARTINA RIGGI","30/10/1989","SAN CATALDO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","ALLEANZA VERDI E SINISTRA","MARTINA RIGGI","30/10/1989","SAN CATALDO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","MARTINA RIGGI","30/10/1989","SAN CATALDO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","FORZA ITALIA","MICHELA VITTORIA BRAMBILLA","26/10/1967","LECCO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","LEGA PER SALVINI PREMIER","MICHELA VITTORIA BRAMBILLA","26/10/1967","LECCO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","FRATELLI D'ITALIA CON GIORGIA MELONI","MICHELA VITTORIA BRAMBILLA","26/10/1967","LECCO"
"SICILIA 1","SICILIA 1 - U04 (GELA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MICHELA VITTORIA BRAMBILLA","26/10/1967","LECCO"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","ITALEXIT PER L'ITALIA","MAURIZIO MICHELE BLO'","22/09/1960","PALERMO"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","UNIONE POPOLARE CON DE MAGISTRIS","ELEANNA DURANTE","30/01/1989","AGRIGENTO"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","SUD CHIAMA NORD","ROBERTO BATTAGLIA","04/07/1977","AGRIGENTO"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","MOVIMENTO 5 STELLE","FILIPPO GIUSEPPE PERCONTI","10/07/1987","PALERMO"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","ITALIA SOVRANA E POPOLARE","CALOGERO BAVETTA DETTO GERY","02/01/1988","RIBERA (AG)"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","AZIONE - ITALIA VIVA - CALENDA","LEONARDO CIACCIO","22/08/1971","PALERMO"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)"," +EUROPA","ELEONORA MARIA SCIORTINO","30/04/1981","CATANIA"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ELEONORA MARIA SCIORTINO","30/04/1981","CATANIA"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","ALLEANZA VERDI E SINISTRA","ELEONORA MARIA SCIORTINO","30/04/1981","CATANIA"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ELEONORA MARIA SCIORTINO","30/04/1981","CATANIA"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","FORZA ITALIA","CALOGERO PISANO","20/06/1981","AGRIGENTO"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","LEGA PER SALVINI PREMIER","CALOGERO PISANO","20/06/1981","AGRIGENTO"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","FRATELLI D'ITALIA CON GIORGIA MELONI","CALOGERO PISANO","20/06/1981","AGRIGENTO"
"SICILIA 1","SICILIA 1 - U05 (AGRIGENTO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","CALOGERO PISANO","20/06/1981","AGRIGENTO"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","ITALEXIT PER L'ITALIA","ADRIANA CAVASINO","25/02/1981","MAZARA DEL VALLO (TP)"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","UNIONE POPOLARE CON DE MAGISTRIS","DAVIDE LICARI","24/12/1992","MILANO"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","SUD CHIAMA NORD","DANIELE VITO MANGIARACINA","30/09/1969","MAZARA DEL VALLO (TP)"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","MOVIMENTO 5 STELLE","VITA MARTINCIGLIO","17/09/1980","MAZARA DEL VALLO (TP)"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","ITALIA SOVRANA E POPOLARE","ANTONIO INGROIA","31/03/1959","PALERMO"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","AZIONE - ITALIA VIVA - CALENDA","GIULIA PANTALEO","05/10/1992","CASTELVETRANO (TP)"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)"," +EUROPA","ANTONIO FERRANTE","31/01/1976","PALERMO"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANTONIO FERRANTE","31/01/1976","PALERMO"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","ALLEANZA VERDI E SINISTRA","ANTONIO FERRANTE","31/01/1976","PALERMO"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANTONIO FERRANTE","31/01/1976","PALERMO"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","FORZA ITALIA","MARTA ANTONIA FASCINA","09/01/1990","MELITO DI PORTO SALVO (RC)"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","LEGA PER SALVINI PREMIER","MARTA ANTONIA FASCINA","09/01/1990","MELITO DI PORTO SALVO (RC)"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","FRATELLI D'ITALIA CON GIORGIA MELONI","MARTA ANTONIA FASCINA","09/01/1990","MELITO DI PORTO SALVO (RC)"
"SICILIA 1","SICILIA 1 - U06 (MARSALA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MARTA ANTONIA FASCINA","09/01/1990","MELITO DI PORTO SALVO (RC)"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","AZIONE - ITALIA VIVA - CALENDA","FABRIZIO BENEDETTO MARIA PULVIRENTI","18/05/1964","CATANIA"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","UNIONE POPOLARE CON DE MAGISTRIS","GASPARE DI STEFANO","23/12/1968","CALATAFIMI SEGESTA (TP)"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","ITALEXIT PER L'ITALIA","MARIO PIETRO COPPOLINO","19/03/1971","MILAZZO (ME)"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","SUD CHIAMA NORD","VALENTINA COSTANTINO","18/10/1986","BRONTE (CT)"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","VITA","PATRIZIA LA MONICA","13/11/1959","PIAZZA ARMERINA (EN)"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","MOVIMENTO 5 STELLE","KATIA BAGLIO","24/09/1984","PIAZZA ARMERINA (EN)"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","FRATELLI D'ITALIA CON GIORGIA MELONI","TOMMASO ANTONINO CALDERONE","30/01/1963","BARCELLONA POZZO DI GOTTO (ME)"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","FORZA ITALIA","TOMMASO ANTONINO CALDERONE","30/01/1963","BARCELLONA POZZO DI GOTTO (ME)"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","LEGA PER SALVINI PREMIER","TOMMASO ANTONINO CALDERONE","30/01/1963","BARCELLONA POZZO DI GOTTO (ME)"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","TOMMASO ANTONINO CALDERONE","30/01/1963","BARCELLONA POZZO DI GOTTO (ME)"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","ALLEANZA VERDI E SINISTRA","GIUSEPPE ARENA","22/07/1964","CATANIA"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)"," +EUROPA","GIUSEPPE ARENA","22/07/1964","CATANIA"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","GIUSEPPE ARENA","22/07/1964","CATANIA"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","GIUSEPPE ARENA","22/07/1964","CATANIA"
"SICILIA 2","SICILIA 2 - U05 (BARCELLONA POZZO DI GOTTO)","ITALIA SOVRANA E POPOLARE","ANTONIO GIUSEPPE DI NATALE","03/06/1958","BARCELLONA POZZO DI GOTTO (ME)"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","AZIONE - ITALIA VIVA - CALENDA","LETTERIA MODICA ","26/02/1951","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","UNIONE POPOLARE CON DE MAGISTRIS","FRANCESCO MUCCIARDI","25/07/1983","MONTEBELLUNA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","ITALEXIT PER L'ITALIA","CARLO SPANO'","24/11/1970","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","SUD CHIAMA NORD","FRANCESCO GALLO","03/11/1966","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","VITA","SALVATORE MODICA","29/11/1969","PATTI (ME)"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","MOVIMENTO 5 STELLE","GRAZIA D'ANGELO","19/07/1975","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","FRATELLI D'ITALIA CON GIORGIA MELONI","MATILDE SIRACUSANO","26/04/1985","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","FORZA ITALIA","MATILDE SIRACUSANO","26/04/1985","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","LEGA PER SALVINI PREMIER","MATILDE SIRACUSANO","26/04/1985","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","MATILDE SIRACUSANO","26/04/1985","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","ALLEANZA VERDI E SINISTRA","FELICE CALABRO'","06/12/1972","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)"," +EUROPA","FELICE CALABRO'","06/12/1972","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","FELICE CALABRO'","06/12/1972","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","FELICE CALABRO'","06/12/1972","MESSINA"
"SICILIA 2","SICILIA 2 - U06 (MESSINA)","ITALIA SOVRANA E POPOLARE","GIUSEPPE BILLE'","11/04/1967","MESSINA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","AZIONE - ITALIA VIVA - CALENDA","VINCENZA BIAGIA CIRALDO","18/01/1965","BRONTE (CT)"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","UNIONE POPOLARE CON DE MAGISTRIS","DAMIANO FRANCESCO CUCE","19/12/1994","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","ITALEXIT PER L'ITALIA","LUIGI SAVOCA","02/06/1955","GRAMMICHELE (CT)"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","SUD CHIAMA NORD","LUDOVICO BALSAMO","08/03/1974","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","VITA","ANNA GAETANA STRANO","26/07/1963","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","MOVIMENTO 5 STELLE","LUCIANO CANTONE","24/05/1987","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","FRATELLI D'ITALIA CON GIORGIA MELONI","VALERIA CARMELA MARIA SUDANO","26/09/1975","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","FORZA ITALIA","VALERIA CARMELA MARIA SUDANO","26/09/1975","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","LEGA PER SALVINI PREMIER","VALERIA CARMELA MARIA SUDANO","26/09/1975","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","VALERIA CARMELA MARIA SUDANO","26/09/1975","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","ALLEANZA VERDI E SINISTRA","EMILIANO ABRAMO","09/06/1980","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)"," +EUROPA","EMILIANO ABRAMO","09/06/1980","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","EMILIANO ABRAMO","09/06/1980","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","EMILIANO ABRAMO","09/06/1980","CATANIA"
"SICILIA 2","SICILIA 2 - U02 (CATANIA)","ITALIA SOVRANA E POPOLARE","DANIELA COSTANZO","19/08/1965","MILANO"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","AZIONE - ITALIA VIVA - CALENDA","ANGELICA PRESTIANNI","14/04/1967","BRONTE (CT)"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","UNIONE POPOLARE CON DE MAGISTRIS","ERMELINDA MAJORANA","13/01/1956","CATANIA"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","ITALEXIT PER L'ITALIA","ELENA AGATA MALAFARINA","04/02/1984","GENOVA"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","SUD CHIAMA NORD","SANTO ORAZIO PRIMAVERA","02/07/1981","ACIREALE (CT)"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","VITA","DANIELE FERRERA","09/12/1981","CATANIA"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","MOVIMENTO 5 STELLE","GIOVANNI CARLO AMATO","31/05/1972","CATANIA"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","FRATELLI D'ITALIA CON GIORGIA MELONI","FRANCESCO MARIA SALVATORE CIANCITTO","17/03/1967","CATANIA"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","FORZA ITALIA","FRANCESCO MARIA SALVATORE CIANCITTO","17/03/1967","CATANIA"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","LEGA PER SALVINI PREMIER","FRANCESCO MARIA SALVATORE CIANCITTO","17/03/1967","CATANIA"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","FRANCESCO MARIA SALVATORE CIANCITTO","17/03/1967","CATANIA"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","ALLEANZA VERDI E SINISTRA","CHIARA GUGLIELMINO","05/03/1989","PALERMO"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)"," +EUROPA","CHIARA GUGLIELMINO","05/03/1989","PALERMO"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","CHIARA GUGLIELMINO","05/03/1989","PALERMO"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","CHIARA GUGLIELMINO","05/03/1989","PALERMO"
"SICILIA 2","SICILIA 2 - U03 (ACIREALE)","ITALIA SOVRANA E POPOLARE","ALFIO MESSINA","03/10/1974","CATANIA"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","AZIONE - ITALIA VIVA - CALENDA","SALVATORE LIUZZO","11/02/1983","COMISO"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","UNIONE POPOLARE CON DE MAGISTRIS","GIUSEPPE ZISA","02/11/1983","SCICLI"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","ITALEXIT PER L'ITALIA","LUIGI MELILLI","18/11/1957","VITTORIA"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","MOVIMENTO 5 STELLE","EUGENIO SAITTA","09/05/1988","CATANIA"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","FRATELLI D'ITALIA CON GIORGIA MELONI","ANTONINO MINARDO","05/02/1978","MODICA (RG)"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","FORZA ITALIA","ANTONINO MINARDO","05/02/1978","MODICA (RG)"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","LEGA PER SALVINI PREMIER","ANTONINO MINARDO","05/02/1978","MODICA (RG)"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ANTONINO MINARDO","05/02/1978","MODICA (RG)"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","ALLEANZA VERDI E SINISTRA","LUIGI BELLASSAI","05/02/1967","VITTORIA"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)"," +EUROPA","LUIGI BELLASSAI","05/02/1967","VITTORIA"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","LUIGI BELLASSAI","05/02/1967","VITTORIA"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","LUIGI BELLASSAI","05/02/1967","VITTORIA"
"SICILIA 2","SICILIA 2 - U01 (RAGUSA)","ITALIA SOVRANA E POPOLARE","IRENE IAPICHINO","02/06/1963","COMISO"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","AZIONE - ITALIA VIVA - CALENDA","CONCETTA CARBONE","23/05/1967","SIRACUSA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","UNIONE POPOLARE CON DE MAGISTRIS","NICOLA CANDIDO","28/11/1978","LOCRI"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","ITALEXIT PER L'ITALIA","GIOVANNI CALLERI","31/10/1973","SIRACUSA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","MOVIMENTO 5 STELLE","MARIA CONCETTA DI PIETRO","10/09/1973","MESSINA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","FRATELLI D'ITALIA CON GIORGIA MELONI","GIOVANNI LUCA CANNATA","17/05/1979","SIRACUSA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","FORZA ITALIA","GIOVANNI LUCA CANNATA","17/05/1979","SIRACUSA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","LEGA PER SALVINI PREMIER","GIOVANNI LUCA CANNATA","17/05/1979","SIRACUSA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","GIOVANNI LUCA CANNATA","17/05/1979","SIRACUSA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","ALLEANZA VERDI E SINISTRA","LUCIA AZZOLINA","25/08/1982","SIRACUSA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)"," +EUROPA","LUCIA AZZOLINA","25/08/1982","SIRACUSA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","LUCIA AZZOLINA","25/08/1982","SIRACUSA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","LUCIA AZZOLINA","25/08/1982","SIRACUSA"
"SICILIA 2","SICILIA 2 - U04 (SIRACUSA)","ITALIA SOVRANA E POPOLARE","LUCIA ARMENIA","10/09/1969","NOTO"
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","UNIONE POPOLARE CON DE MAGISTRIS","CLAUDIA ORTU","07/07/1976","QUARTU SANT'ELENA"
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","AZIONE - ITALIA VIVA - CALENDA","FRANCESCO STARA","10/02/1963","CAGLIARI"
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","ITALEXIT PER L'ITALIA","ROBERTA MORO","16/06/1971","CAGLIARI"
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","MOVIMENTO 5 STELLE","MAURO CONGIA","16/06/1957","CAGLIARI "
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","FRATELLI D'ITALIA CON GIORGIA MELONI","UGO CAPPELLACCI","27/11/1960","CAGLIARI "
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","UGO CAPPELLACCI","27/11/1960","CAGLIARI "
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","LEGA PER SALVINI PREMIER","UGO CAPPELLACCI","27/11/1960","CAGLIARI "
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","FORZA ITALIA","UGO CAPPELLACCI","27/11/1960","CAGLIARI "
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","VITA","MARIO ARESU","20/01/1964","CAGLIARI"
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","ITALIA SOVRANA E POPOLARE","NICOLA SANNA","05/10/1972","ORISTANO"
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANDREA FRAILIS","10/06/1956","CAGLIARI"
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANDREA FRAILIS","10/06/1956","CAGLIARI"
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)","ALLEANZA VERDI E SINISTRA","ANDREA FRAILIS","10/06/1956","CAGLIARI"
"SARDEGNA","SARDEGNA - U01 (CAGLIARI)"," +EUROPA","ANDREA FRAILIS","10/06/1956","CAGLIARI"
"SARDEGNA","SARDEGNA - U02 (CARBONIA)","UNIONE POPOLARE CON DE MAGISTRIS","SABRINA MILANOVIC","20/01/1990","ORISTANO "
