"CIRCOSCRIZIONE","COLLEGIO_UNINOMINALE","DESCR_LISTA","CANDIDATO","DATA_NASCITA","LUOGO_NASCITA"
"PUGLIA","PUGLIA - U07 (BRINDISI)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ELENA TIZIANA BRIGANTE","28/12/1965","BRINDISI"
"PUGLIA","PUGLIA - U07 (BRINDISI)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ELENA TIZIANA BRIGANTE","28/12/1965","BRINDISI"
"PUGLIA","PUGLIA - U07 (BRINDISI)","AZIONE - ITALIA VIVA - CALENDA","ANTONIETTA CURLO","28/11/1970","PUTIGNANO"
"PUGLIA","PUGLIA - U09 (LECCE)","UNIONE POPOLARE CON DE MAGISTRIS","MARIANNA LENTINI","23/08/1980","COPERTINO"
"PUGLIA","PUGLIA - U09 (LECCE)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","SAVERIO CONGEDO","15/02/1965","LECCE"
"PUGLIA","PUGLIA - U09 (LECCE)","LEGA PER SALVINI PREMIER","SAVERIO CONGEDO","15/02/1965","LECCE"
"PUGLIA","PUGLIA - U09 (LECCE)","FRATELLI D'ITALIA CON GIORGIA MELONI","SAVERIO CONGEDO","15/02/1965","LECCE"
"PUGLIA","PUGLIA - U09 (LECCE)","FORZA ITALIA","SAVERIO CONGEDO","15/02/1965","LECCE"
"PUGLIA","PUGLIA - U09 (LECCE)","ITALIA SOVRANA E POPOLARE","GIOVANNA CORICCIATI","23/02/1967","MARTANO (LE)"
"PUGLIA","PUGLIA - U09 (LECCE)","MOVIMENTO 5 STELLE","FRANCESCO MANDOI","14/10/1951","GALATONE"
"PUGLIA","PUGLIA - U09 (LECCE)","ITALEXIT PER L'ITALIA","MINOTTA MORELLI","02/08/1975","BRINDISI"
"PUGLIA","PUGLIA - U09 (LECCE)"," +EUROPA","SEBASTIANO GIUSEPPE LEO","28/02/1961","COPERTINO"
"PUGLIA","PUGLIA - U09 (LECCE)","ALLEANZA VERDI E SINISTRA","SEBASTIANO GIUSEPPE LEO","28/02/1961","COPERTINO"
"PUGLIA","PUGLIA - U09 (LECCE)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","SEBASTIANO GIUSEPPE LEO","28/02/1961","COPERTINO"
"PUGLIA","PUGLIA - U09 (LECCE)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","SEBASTIANO GIUSEPPE LEO","28/02/1961","COPERTINO"
"PUGLIA","PUGLIA - U09 (LECCE)","AZIONE - ITALIA VIVA - CALENDA","MARIA SOAVE ALEMANNO","15/04/1972","NARDO'"
"PUGLIA","PUGLIA - U10 (GALATINA)","UNIONE POPOLARE CON DE MAGISTRIS","LUCIA ANTONUCCI","30/11/1985","LECCE"
"PUGLIA","PUGLIA - U10 (GALATINA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ALESSANDRO COLUCCI","20/05/1974","MILANO"
"PUGLIA","PUGLIA - U10 (GALATINA)","LEGA PER SALVINI PREMIER","ALESSANDRO COLUCCI","20/05/1974","MILANO"
"PUGLIA","PUGLIA - U10 (GALATINA)","FRATELLI D'ITALIA CON GIORGIA MELONI","ALESSANDRO COLUCCI","20/05/1974","MILANO"
"PUGLIA","PUGLIA - U10 (GALATINA)","FORZA ITALIA","ALESSANDRO COLUCCI","20/05/1974","MILANO"
"PUGLIA","PUGLIA - U10 (GALATINA)","ITALIA SOVRANA E POPOLARE","IVANO GIOFFREDA","16/04/1964","GALLIPOLI"
"PUGLIA","PUGLIA - U10 (GALATINA)","MOVIMENTO 5 STELLE","MARINA ZELA","05/06/1963","ROMA"
"PUGLIA","PUGLIA - U10 (GALATINA)","ITALEXIT PER L'ITALIA","ALESSIO PARATA","26/07/1984","GAGLIANO DEL CAPO"
"PUGLIA","PUGLIA - U10 (GALATINA)"," +EUROPA","ANNA GRAZIA MARASCHIO","09/05/1961","PATU'"
"PUGLIA","PUGLIA - U10 (GALATINA)","ALLEANZA VERDI E SINISTRA","ANNA GRAZIA MARASCHIO","09/05/1961","PATU'"
"PUGLIA","PUGLIA - U10 (GALATINA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ANNA GRAZIA MARASCHIO","09/05/1961","PATU'"
"PUGLIA","PUGLIA - U10 (GALATINA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ANNA GRAZIA MARASCHIO","09/05/1961","PATU'"
"PUGLIA","PUGLIA - U10 (GALATINA)","AZIONE - ITALIA VIVA - CALENDA","MARIA ADDOLORATA FIORE","24/10/1966","CORIGLIANO D'OTRANTO"
"BASILICATA","BASILICATA - U01 (POTENZA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","SALVATORE CAIATA","29/07/1970","POTENZA "
"BASILICATA","BASILICATA - U01 (POTENZA)","LEGA PER SALVINI PREMIER","SALVATORE CAIATA","29/07/1970","POTENZA "
"BASILICATA","BASILICATA - U01 (POTENZA)","FORZA ITALIA","SALVATORE CAIATA","29/07/1970","POTENZA "
"BASILICATA","BASILICATA - U01 (POTENZA)","FRATELLI D'ITALIA CON GIORGIA MELONI","SALVATORE CAIATA","29/07/1970","POTENZA "
"BASILICATA","BASILICATA - U01 (POTENZA)","MOVIMENTO 5 STELLE","VIVIANA VERRI","11/05/1986","TARANTO "
"BASILICATA","BASILICATA - U01 (POTENZA)","PARTITO COMUNISTA ITALIANO","GIUSEPPE AMODEO","06/11/1948","SANT'ANGELO LE FRATTE (PZ)"
"BASILICATA","BASILICATA - U01 (POTENZA)","AZIONE - ITALIA VIVA - CALENDA","LUCA BRAIA","04/04/1970","MATERA "
"BASILICATA","BASILICATA - U01 (POTENZA)","ITALEXIT PER L'ITALIA","GIORGIO SANTORIELLO","18/12/1983","POLICORO (MT)"
"BASILICATA","BASILICATA - U01 (POTENZA)"," +EUROPA","FRANCESCO PIETRANTUONO","28/05/1979","MELFI (PZ)"
"BASILICATA","BASILICATA - U01 (POTENZA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","FRANCESCO PIETRANTUONO","28/05/1979","MELFI (PZ)"
"BASILICATA","BASILICATA - U01 (POTENZA)","ALLEANZA VERDI E SINISTRA","FRANCESCO PIETRANTUONO","28/05/1979","MELFI (PZ)"
"BASILICATA","BASILICATA - U01 (POTENZA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","FRANCESCO PIETRANTUONO","28/05/1979","MELFI (PZ)"
"BASILICATA","BASILICATA - U01 (POTENZA)","UNIONE POPOLARE CON DE MAGISTRIS","VINCENZO RITUNNANO","20/11/1965","POTENZA"
"BASILICATA","BASILICATA - U01 (POTENZA)","ITALIA SOVRANA E POPOLARE","GIUSEPPE LARICCIA","29/04/1977","POTENZA (PZ)"
"BASILICATA","BASILICATA - U01 (POTENZA)","MASTELLA NOI DI CENTRO EUROPEISTI","LUIGI EMANUELE MARSICO","16/04/1975","POTENZA "
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","SUD CHIAMA NORD","VALERIA NISTICO'","15/11/1994","CATANZARO"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","DOMENICO NIGRO DI GREGORIO","22/03/1954","MELFI"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","PARTITO COMUNISTA ITALIANO","MARIANNA GORPIA","17/07/1966","POTENZA"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","AZIONE - ITALIA VIVA - CALENDA","DOMENICO MAZZA","11/08/1976","ROSSANO"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","LEGA PER SALVINI PREMIER","DOMENICO FURGIUELE","01/01/1983","LAMEZIA TERME"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","FRATELLI D'ITALIA CON GIORGIA MELONI","DOMENICO FURGIUELE","01/01/1983","LAMEZIA TERME"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","FORZA ITALIA","DOMENICO FURGIUELE","01/01/1983","LAMEZIA TERME"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","DOMENICO FURGIUELE","01/01/1983","LAMEZIA TERME"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","UNIONE POPOLARE CON DE MAGISTRIS","MARIA ANGELICA STAMATO","21/06/1989","CASTROVILLARI"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","ITALEXIT PER L'ITALIA","CAROLINA DE LEO","24/11/1992","CASTEL VETRANO"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","ALLEANZA VERDI E SINISTRA","GIOVANNI PAPASSO","23/01/1958","CASSANO ALL'IONIO "
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","GIOVANNI PAPASSO","23/01/1958","CASSANO ALL'IONIO "
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","GIOVANNI PAPASSO","23/01/1958","CASSANO ALL'IONIO "
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)"," +EUROPA","GIOVANNI PAPASSO","23/01/1958","CASSANO ALL'IONIO "
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","VITA","SARA CUNIAL","08/07/1979","ROMA (RM)"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","FORZA DEL POPOLO","CLAUDIA CASTRO","08/11/1979","CARIATI"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","MASTELLA NOI DI CENTRO EUROPEISTI","VITTORIA VILLIRILLO","01/07/1972","CROTONE"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","ITALIA SOVRANA E POPOLARE","NATALE GIUSEPPE  CALABRETTA","28/05/1971","CROTONE"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","ERALDO RIZZUTI","16/08/1948","SAN VINCENZO LA COSTA (CS)"
"CALABRIA","CALABRIA - U01 (CORIGLIANO-ROSSANO)","MOVIMENTO 5 STELLE","VITTORIA BALDINO","28/05/1988","ROSSANO (CS)"
"CALABRIA","CALABRIA - U02 (COSENZA)","SUD CHIAMA NORD","SAVERINA SENA","24/04/1983","COSENZA"
"CALABRIA","CALABRIA - U02 (COSENZA)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","MICHELE CASTELLANO","11/01/1987","GALATINA"
"CALABRIA","CALABRIA - U02 (COSENZA)","PARTITO COMUNISTA ITALIANO","VINCENZO FOSSARI","04/02/1977","TAURIANOVA"
"CALABRIA","CALABRIA - U02 (COSENZA)","AZIONE - ITALIA VIVA - CALENDA","ANNUNZIATA PAESE","05/09/1972","COSENZA"
"CALABRIA","CALABRIA - U02 (COSENZA)","LEGA PER SALVINI PREMIER","ANDREA GENTILE","01/06/1980","ROGLIANO"
"CALABRIA","CALABRIA - U02 (COSENZA)","FRATELLI D'ITALIA CON GIORGIA MELONI","ANDREA GENTILE","01/06/1980","ROGLIANO"
"CALABRIA","CALABRIA - U02 (COSENZA)","FORZA ITALIA","ANDREA GENTILE","01/06/1980","ROGLIANO"
"CALABRIA","CALABRIA - U02 (COSENZA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","ANDREA GENTILE","01/06/1980","ROGLIANO"
"CALABRIA","CALABRIA - U02 (COSENZA)","UNIONE POPOLARE CON DE MAGISTRIS","LUISA GIGLIO","07/06/1988","PAOLA"
"CALABRIA","CALABRIA - U02 (COSENZA)","ITALEXIT PER L'ITALIA","ANNA D'AGNI","23/07/1967","COSENZA"
"CALABRIA","CALABRIA - U02 (COSENZA)","ALLEANZA VERDI E SINISTRA","VITTORIO PECORARO","12/09/1993","COSENZA"
"CALABRIA","CALABRIA - U02 (COSENZA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","VITTORIO PECORARO","12/09/1993","COSENZA"
"CALABRIA","CALABRIA - U02 (COSENZA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","VITTORIO PECORARO","12/09/1993","COSENZA"
"CALABRIA","CALABRIA - U02 (COSENZA)"," +EUROPA","VITTORIO PECORARO","12/09/1993","COSENZA"
"CALABRIA","CALABRIA - U02 (COSENZA)","VITA","CARLO FLORIO","30/04/1981","SERIATE"
"CALABRIA","CALABRIA - U02 (COSENZA)","FORZA DEL POPOLO","ALESSANDRO BUCCIERI","21/11/1971","COSENZA"
"CALABRIA","CALABRIA - U02 (COSENZA)","MASTELLA NOI DI CENTRO EUROPEISTI","MARIA ASSUNTA LATTUCA","19/08/1978","PAOLA (CS)"
"CALABRIA","CALABRIA - U02 (COSENZA)","ITALIA SOVRANA E POPOLARE","SOFIATERESA SCERBO","06/12/1961","CATANZARO"
"CALABRIA","CALABRIA - U02 (COSENZA)","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","GIOVANNI TROMBINO","21/06/1961","COSENZA"
"CALABRIA","CALABRIA - U02 (COSENZA)","MOVIMENTO 5 STELLE","ANNA LAURA ORRICO","29/12/1980","COSENZA"
"CALABRIA","CALABRIA - U03 (CATANZARO)","SUD CHIAMA NORD","ILARIA FARAGO'","12/05/1991","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","ANTONIO TALARICO","10/10/1979","LAMEZIA TERME (CZ)"
"CALABRIA","CALABRIA - U03 (CATANZARO)","PARTITO COMUNISTA ITALIANO","BARBARA SPATARO","26/11/1977","POLISTENA"
"CALABRIA","CALABRIA - U03 (CATANZARO)","AZIONE - ITALIA VIVA - CALENDA","FRANCESCO MAURO","14/11/1968","SELLIA MARINA"
"CALABRIA","CALABRIA - U03 (CATANZARO)","LEGA PER SALVINI PREMIER","WANDA FERRO","24/03/1968","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","FRATELLI D'ITALIA CON GIORGIA MELONI","WANDA FERRO","24/03/1968","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","FORZA ITALIA","WANDA FERRO","24/03/1968","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","WANDA FERRO","24/03/1968","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","UNIONE POPOLARE CON DE MAGISTRIS","PIETRO BEVILACQUA DETTO PIERO","01/06/1944","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","ITALEXIT PER L'ITALIA","GIUSEPPE GIGLIOTTI","22/02/1981","SOVERIA MANNELLI"
"CALABRIA","CALABRIA - U03 (CATANZARO)","ALLEANZA VERDI E SINISTRA","GIUSEPPINA IEMMA","25/10/1967","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","GIUSEPPINA IEMMA","25/10/1967","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","GIUSEPPINA IEMMA","25/10/1967","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)"," +EUROPA","GIUSEPPINA IEMMA","25/10/1967","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","VITA","ADELE LAMONICA","09/04/1959","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","FORZA DEL POPOLO","LAURA CARERI","18/03/1976","ROSSANO (CS)"
"CALABRIA","CALABRIA - U03 (CATANZARO)","MASTELLA NOI DI CENTRO EUROPEISTI","CATERINA VESCI","22/06/1978","SOVERIA MANNELLI (CZ)"
"CALABRIA","CALABRIA - U03 (CATANZARO)","ITALIA SOVRANA E POPOLARE","BIANCA LAURA GRANATO","31/08/1970","CATANZARO"
"CALABRIA","CALABRIA - U03 (CATANZARO)","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","NATALINA LATORRE","17/09/1974","MELITO DI PORTO SALVO (RC)"
"CALABRIA","CALABRIA - U03 (CATANZARO)","MOVIMENTO 5 STELLE","ELISA SCUTELLA'","31/10/1987","GENOVA"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","SUD CHIAMA NORD","IMMACOLATA CERIELLO","26/02/1966","SANT'ANASTASIA (NA)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","ANTONIO GIUSEPPE NOE'","19/03/1974","CORIGLIANO CALABRO (CS)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","PARTITO COMUNISTA ITALIANO","UGO MORO","27/09/1962","ROMA"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","AZIONE - ITALIA VIVA - CALENDA","MARIA SOCCORSA GALATI","07/03/1983","VIBO VALENTIA"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","LEGA PER SALVINI PREMIER","GIOVANNI ARRUZZOLO","30/03/1960","ROSARNO (RC)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","FRATELLI D'ITALIA CON GIORGIA MELONI","GIOVANNI ARRUZZOLO","30/03/1960","ROSARNO (RC)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","FORZA ITALIA","GIOVANNI ARRUZZOLO","30/03/1960","ROSARNO (RC)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","GIOVANNI ARRUZZOLO","30/03/1960","ROSARNO (RC)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","UNIONE POPOLARE CON DE MAGISTRIS","MICHELE CONIA","04/08/1976","TAURIANOVA (RC)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","ITALEXIT PER L'ITALIA","DOMENICO ANTONIO GRECO","30/08/1955","ROSARNO (RC)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","ALLEANZA VERDI E SINISTRA","DALILA NESCI","23/09/1986","TROPEA (VV)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","DALILA NESCI","23/09/1986","TROPEA (VV)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","DALILA NESCI","23/09/1986","TROPEA (VV)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)"," +EUROPA","DALILA NESCI","23/09/1986","TROPEA (VV)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","VITA","RAFFAELE MUSELLA","03/11/1983","FORLI'"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","FORZA DEL POPOLO","ALESSANDRA FILICE","23/04/1977","COSENZA"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","MASTELLA NOI DI CENTRO EUROPEISTI","MARIA CONCETTA VALOTTA","31/01/1973","AOSTA"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","ITALIA SOVRANA E POPOLARE","ADRIANO RENDA","06/07/1974","SAARBRUCKEN (GERMANIA)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","CARLO MARIA ROMEO","18/07/1958","BOVALINO (RC)"
"CALABRIA","CALABRIA - U04 (VIBO VALENTIA)","MOVIMENTO 5 STELLE","RICCARDO TUCCI","08/05/1986","BAD SODEN AM TAUNUS (GERMANIA)"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","SUD CHIAMA NORD","MARIA TERESA FEMIA","09/06/1989","LOCRI (RC)"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO","CRISTINA CAMPOLO","11/01/1977","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","PARTITO COMUNISTA ITALIANO","NORBERTO  NATALI","19/06/1959","ROMA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","AZIONE - ITALIA VIVA - CALENDA","GIOVANNI LATELLA","17/04/1968","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","LEGA PER SALVINI PREMIER","FRANCESCO CANNIZZARO","24/06/1982","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","FRATELLI D'ITALIA CON GIORGIA MELONI","FRANCESCO CANNIZZARO","24/06/1982","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","FORZA ITALIA","FRANCESCO CANNIZZARO","24/06/1982","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","FRANCESCO CANNIZZARO","24/06/1982","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","UNIONE POPOLARE CON DE MAGISTRIS","ANTONIO GUERRIERI","27/06/1983","LOCRI (RC)"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","ITALEXIT PER L'ITALIA","PIETRO VINCENZO MARCIANO'","14/11/1958","PEHUAJO (ARGENTINA)"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","ALLEANZA VERDI E SINISTRA","DOMENICO DONATO BATTAGLIA","17/02/1961","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","DOMENICO DONATO BATTAGLIA","17/02/1961","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","DOMENICO DONATO BATTAGLIA","17/02/1961","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)"," +EUROPA","DOMENICO DONATO BATTAGLIA","17/02/1961","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","VITA","ZAIRA VIVIANA LENZI","12/02/1976","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","FORZA DEL POPOLO","CARLO FIUMANO'","30/04/1965","SION (SVIZZERA)"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","MASTELLA NOI DI CENTRO EUROPEISTI","LUIGI CATALANO","26/11/1967","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","ITALIA SOVRANA E POPOLARE","ANTONINO MASSARA","10/11/1981","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","ALTERNATIVA PER L'ITALIA - NO GREEN PASS","ROSA CANALE","18/05/1972","REGGIO CALABRIA"
"CALABRIA","CALABRIA - U05 (REGGIO DI CALABRIA)","MOVIMENTO 5 STELLE","FABIO FOTI","07/05/1966","REGGIO CALABRIA"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","ITALEXIT PER L'ITALIA","GIUSEPPA RITA MILITELLO","27/08/1970","TRAPPETO (PA)"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","UNIONE POPOLARE CON DE MAGISTRIS","PIERA AIELLO","02/07/1967","PARTANNA (TP)"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","SUD CHIAMA NORD","IGOR GELARDA","07/02/1974","PALERMO"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","MOVIMENTO 5 STELLE","DAVIDE AIELLO","31/10/1985","PALERMO"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","ITALIA SOVRANA E POPOLARE","ALESSANDRO D'ALESSANDRO","21/07/1977","MESSINA"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","AZIONE - ITALIA VIVA - CALENDA","GIUSEPPE ALESSI","22/08/1963","PALERMO"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)"," +EUROPA","ERASMO PALAZZOTTO","19/11/1982","PALERMO"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO","ERASMO PALAZZOTTO","19/11/1982","PALERMO"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","ALLEANZA VERDI E SINISTRA","ERASMO PALAZZOTTO","19/11/1982","PALERMO"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA","ERASMO PALAZZOTTO","19/11/1982","PALERMO"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","FORZA ITALIA","GABRIELLA GIAMMANCO","13/06/1977","PALERMO"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","LEGA PER SALVINI PREMIER","GABRIELLA GIAMMANCO","13/06/1977","PALERMO"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","FRATELLI D'ITALIA CON GIORGIA MELONI","GABRIELLA GIAMMANCO","13/06/1977","PALERMO"
"SICILIA 1","SICILIA 1 - U01 (PALERMO: QUARTIERE 11 - SETTE CANNOLI)","NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC","GABRIELLA GIAMMANCO","13/06/1977","PALERMO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","ITALEXIT PER L'ITALIA","SONIA BUGLIONE","17/03/1981","NOLA (NA)"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","UNIONE POPOLARE CON DE MAGISTRIS","MARIA GRAZIA CARINI","25/05/1964","PALERMO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","SUD CHIAMA NORD","GIANLUCA MARIA CALI'","05/10/1973","PALERMO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","MOVIMENTO 5 STELLE","LEONARDO SALVATORE PENNA","01/11/1956","CALATAFIMI (TP)"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","ITALIA SOVRANA E POPOLARE","DANILO MANZELLA","14/08/1987","PALERMO"
"SICILIA 1","SICILIA 1 - U02 (PALERMO: QUARTIERE 20 - RESUTTANA - S. LORENZO)","AZIONE - ITALIA VIVA - CALENDA","GIUSEPPE CALTANISSETTA","02/03/1984","PALERMO"
